companyName,employees,industry,linkedin_id,page,revenue,source_url,url
Solvia Inmobiliaria,639 empleados,Bienes inmuebles,3524347,[35],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/3524347/
Signaturit Group,331 empleados,Servicios y consultoría de TI,3266152,[35],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/3266152/
Universidad de La Rioja,816 empleados,Enseñanza superior,516562,[35],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/516562/
APD,1 mil+ empleado,Organizaciones sin ánimo de lucro,313769,[35],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/313769/
Vidal Golosinas,434 empleados,Servicios de alimentos y bebidas,9237833,[35],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/9237833/
BQ,441 empleados,Telecomunicaciones,5288822,[35],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/5288822/
Hospital de la Santa Creu i Sant Pau,"2,5 mil+ empleados",Hospitales y atención sanitaria,69220657,[35],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/69220657/
González Byass,485 empleados,Servicios de alimentos y bebidas,116246,[35],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/116246/
iryo,473 empleados,Transporte por ferrocarril,11151327,[35],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/11151327/
Importaco,798 empleados,Alimentación y bebidas,3845380,[36],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/3845380/
COMEXI GROUP,634 empleados,Fabricación de maquinaria,1003452,[36],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/1003452/
Cesur,1 mil+ empleado,Formación técnica y profesional,10282714,[36],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/10282714/
OcasionPlus,599 empleados,Comercio al por menor de vehículos de motor,10973707,[36],100 mills. US$ - 500 mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/10973707/
Campofrio Food Group,730 empleados,Servicios de alimentos y bebidas,303220,[36],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/303220/
Servicio Canario de Empleo,460 empleados,Administración pública,75509285,[36],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/75509285/
HomeServe Iberia,672 empleados,Seguros,1327671,[36],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/1327671/
Ocaso,"4,5 mil+ empleados",Seguros,106040,[36],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/106040/
Centre for Genomic Regulation (CRG),492 empleados,Investigación biotecnológica,798595,[36],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/798595/
Izo,623 empleados,Consultoría y servicios a empresas,59545,[36],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/59545/
Revergy,561 empleados,Servicios para energías renovables,1550057,[36],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/1550057/
Argal Alimentación,479 empleados,Servicios de alimentos y bebidas,1198487,[36],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/1198487/
Cuatroochenta,213 empleados,Servicios y consultoría de TI,1441668,[36],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/1441668/
TEMPS,724 empleados,Servicios de recursos humanos,2327170,[36],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/2327170/
Logisfashion,"1,5 mil+ empleado","Transporte, logística, cadena de suministro y almacenamiento",609426,[36],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/609426/
Negratín Global Services,331 empleados,Servicios para energías renovables,10488044,[36],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/10488044/
Real Betis Balompié,493 empleados,Espectáculos deportivos,11070957,[36],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/11070957/
Viscofan,1 mil+ empleado,Alimentación y bebidas,2719664,[36],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/2719664/
Inconcert,282 empleados,Desarrollo de software,891917,[36],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/891917/
B travel,595 empleados,"Ocio, viajes y turismo",9424888,[36],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/9424888/
PayRetailers,287 empleados,Servicios financieros,11060015,[36],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/11060015/
Rakuten TV,223 empleados,Entretenimiento,11188816,[36],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/11188816/
Centauro Rent a Car - Alquiler de coches,428 empleados,Organización de viajes,1367844,[36],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/1367844/
Ingenieros Emetres (Im3),677 empleados,Consultoría y servicios a empresas,4976482,[36],100 mills. US$ - 500 mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/4976482/
Scalian Spain,355 empleados,Servicios y consultoría de TI,1271394,[36],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=36&savedSearchId=1980479034&sessionId=oZtWY6CORWKXqhWEvl%2BnJw%3D%3D,https://www.linkedin.com/company/1271394/
Wolters Kluwer España,508 empleados,Desarrollo de software,290256,[37],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/290256/
World2Fly,340 empleados,Aeronáutica y aviación,68588615,[37],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/68588615/
FREMAP,"2,5 mil+ empleados",Hospitales y atención sanitaria,89977,[37],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/89977/
EPSA,2 mil+ empleados,Minería,10243737,[37],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/10243737/
TIMAC AGRO España,366 empleados,Agricultura,10181069,[37],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/10181069/
Hospital Universitari de Bellvitge,2 mil+ empleados,Hospitales y atención sanitaria,2976446,[37],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/2976446/
Cooltra,329 empleados,Servicios al consumidor,1834053,[37],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/1834053/
Universitat de Vic – Universitat Central de Catalunya (UVic-UCC),1 mil+ empleado,Enseñanza superior,494403,[37],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/494403/
ADYD Group,211 empleados,Servicios y consultoría de TI,2564361,[37],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/2564361/
Port de Barcelona,348 empleados,Importación y exportación al por mayor,355264,[37],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/355264/
aProperties,280 empleados,Bienes inmuebles,5367643,[37],100 mills. US$ - 500 mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/5367643/
"S.A. de Obras y Servicios, COPASA",575 empleados,Construcción,3847883,[37],100 mills. US$ - 500 mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/3847883/
SOLTEL Group,476 empleados,Servicios de gestión estratégica,468351,[37],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/468351/
PROEDUCA,410 empleados,Enseñanza superior,19185317,[37],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/19185317/
Salvat,412 empleados,Fabricación de productos farmacéuticos,318039,[37],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/318039/
Raona,383 empleados,Servicios y consultoría de TI,24195,[37],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/24195/
SILBON,400 empleados,Comercio al por menor de prendas de vestir y moda,11027594,[37],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/11027594/
Isotrol,415 empleados,Servicios y consultoría de TI,82967,[37],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/82967/
ESTEYCO,291 empleados,Ingeniería civil,1017494,[37],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/1017494/
Cofidis España,572 empleados,Servicios financieros,10858264,[37],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/10858264/
Grupo Fertiberia,526 empleados,Agricultura,3632540,[37],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/3632540/
NOEL,983 empleados,Servicios de alimentos y bebidas,1489680,[37],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/1489680/
Manolo Bakes,304 empleados,Restauración,18836552,[37],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/18836552/
Ramón y Cajal Abogados,469 empleados,Servicios jurídicos,425603,[37],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/425603/
Integra Tecnología,465 empleados,Servicios y consultoría de TI,10376727,[37],100 mills. US$ - 500 mills. US$,https://www.linkedin.com/sales/search/company?page=37&savedSearchId=1980479034&sessionId=pU1wPyzvRKi0jQsf38%2BFXw%3D%3D,https://www.linkedin.com/company/10376727/
Guardia Civil,2 mil+ empleados,Seguridad e investigación,1330320,[38],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=38&savedSearchId=1980479034&sessionId=W8zDfSzOQ%2FWJRUCzgkcOWw%3D%3D,https://www.linkedin.com/company/1330320/
Movimiento por la Paz - MPDL,538 empleados,Organizaciones sin ánimo de lucro,1134367,[38],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=38&savedSearchId=1980479034&sessionId=W8zDfSzOQ%2FWJRUCzgkcOWw%3D%3D,https://www.linkedin.com/company/1134367/
Santander Consumer Finance,"1,5 mil+ empleado",Servicios financieros,922035,[38],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=38&savedSearchId=1980479034&sessionId=W8zDfSzOQ%2FWJRUCzgkcOWw%3D%3D,https://www.linkedin.com/company/922035/
Housfy,308 empleados,Bienes inmuebles,11096199,[38],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=38&savedSearchId=1980479034&sessionId=W8zDfSzOQ%2FWJRUCzgkcOWw%3D%3D,https://www.linkedin.com/company/11096199/
EAG (Empresarios Agrupados - GHESA),1 mil+ empleado,Servicios de ingeniería,859588,[38],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=38&savedSearchId=1980479034&sessionId=W8zDfSzOQ%2FWJRUCzgkcOWw%3D%3D,https://www.linkedin.com/company/859588/
BIP Spain,308 empleados,Consultoría y servicios a empresas,5000452,[38],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=38&savedSearchId=1980479034&sessionId=W8zDfSzOQ%2FWJRUCzgkcOWw%3D%3D,https://www.linkedin.com/company/5000452/
Proclinic Group,281 empleados,Fabricación de equipo médico,3581333,[38],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=38&savedSearchId=1980479034&sessionId=W8zDfSzOQ%2FWJRUCzgkcOWw%3D%3D,https://www.linkedin.com/company/3581333/
Colegio San Patricio,"2,5 mil+ empleados",Educación primaria y secundaria,5221089,[38],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=38&savedSearchId=1980479034&sessionId=W8zDfSzOQ%2FWJRUCzgkcOWw%3D%3D,https://www.linkedin.com/company/5221089/
Thales en España,300 empleados,Servicios y tecnologías de la información,2232644,[38],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=38&savedSearchId=1980479034&sessionId=W8zDfSzOQ%2FWJRUCzgkcOWw%3D%3D,https://www.linkedin.com/company/2232644/
Elmya,385 empleados,Servicios para energías renovables,1896898,[38],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=38&savedSearchId=1980479034&sessionId=W8zDfSzOQ%2FWJRUCzgkcOWw%3D%3D,https://www.linkedin.com/company/1896898/
SÓLIDA,319 empleados,Servicios para energías renovables,701375,[38],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=38&savedSearchId=1980479034&sessionId=W8zDfSzOQ%2FWJRUCzgkcOWw%3D%3D,https://www.linkedin.com/company/701375/
