companyName,employees,industry,linkedin_id,page,revenue,source_url,url
Facephi,320 empleados,Desarrollo de software,2388162,[21],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=21&savedSearchId=1980479034&sessionId=RBhvtJTCRx%2BTGOeke5k9yg%3D%3D,https://www.linkedin.com/company/2388162/
TSK Electrónica y Electricidad,1 mil+ empleado,Ingeniería industrial o mecánica,1081140,[21],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=21&savedSearchId=1980479034&sessionId=RBhvtJTCRx%2BTGOeke5k9yg%3D%3D,https://www.linkedin.com/company/1081140/
DF-Duro Felguera,1 mil+ empleado,Servicios de ingeniería,529303,[21],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=21&savedSearchId=1980479034&sessionId=RBhvtJTCRx%2BTGOeke5k9yg%3D%3D,https://www.linkedin.com/company/529303/
Lopesan,1 mil+ empleado,Hostelería,2638394,[21],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=21&savedSearchId=1980479034&sessionId=RBhvtJTCRx%2BTGOeke5k9yg%3D%3D,https://www.linkedin.com/company/2638394/
Grupo Osborne,506 empleados,Alimentación y bebidas,827804,[21],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=21&savedSearchId=1980479034&sessionId=RBhvtJTCRx%2BTGOeke5k9yg%3D%3D,https://www.linkedin.com/company/827804/
Paradores,"1,5 mil+ empleado",Organización de viajes,985941,[21],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=21&savedSearchId=1980479034&sessionId=RBhvtJTCRx%2BTGOeke5k9yg%3D%3D,https://www.linkedin.com/company/985941/
Mr.Wonderful,205 empleados,Comercio al por menor de regalos y artículos de oficina,2791383,[21],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=21&savedSearchId=1980479034&sessionId=RBhvtJTCRx%2BTGOeke5k9yg%3D%3D,https://www.linkedin.com/company/2791383/
Santander Private Banking,932 empleados,Servicios financieros,18497265,[22],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/18497265/
Universidad Miguel Hernández de Elche,2 mil+ empleados,Enseñanza superior,313190,[22],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/313190/
Findasense,313 empleados,Consultoría y servicios a empresas,222828,[22],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/222828/
Vall d’Hebron Institute of Research (VHIR) - Vall d'Hebron Institut de Recerca,1 mil+ empleado,Servicios de investigación,1845306,[22],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/1845306/
Making Science,1 mil+ empleado,Servicios de publicidad,18505126,[22],100 mills. US$ - 500 mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/18505126/
Boluda Corporación Marítima,848 empleados,Transporte marítimo,942180,[22],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/942180/
Sener Aerospace & Defence,910 empleados,Fabricación de productos de defensa y espacio,11120566,[22],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/11120566/
Lefebvre,489 empleados,Despachos de abogados,902103,[22],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/902103/
Reale Seguros,1 mil+ empleado,Seguros,393724,[22],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/393724/
Asociación Española Contra el Cáncer,1 mil+ empleado,Organizaciones comunitarias y sociales,1167974,[22],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/1167974/
Cáritas Española,755 empleados,Organizaciones comunitarias y sociales,13992958,[22],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/13992958/
Institut de Recerca i Tecnologia Agroalimentàries (IRTA),921 empleados,Servicios de investigación,92039,[22],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/92039/
X-ELIO,652 empleados,Generación de energía eléctrica solar,631116,[22],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/631116/
Pepco Iberia,579 empleados,Comercio al por menor,5260636,[22],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/5260636/
Fundación ONCE / Inserta,413 empleados,Organizaciones sin ánimo de lucro,10277317,[22],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/10277317/
INTEREMPLEO,226 empleados,Dotación y selección de personal,18491967,[22],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/18491967/
Sociedad Textil Lonia (STL),973 empleados,Comercio al por menor de prendas de vestir y moda,2775353,[22],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/2775353/
SegurCaixa Adeslas,2 mil+ empleados,Seguros,2564295,[22],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/2564295/
Semillas Fitó,536 empleados,Agricultura,2023006,[22],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/2023006/
Universidad CEU Cardenal Herrera,"1,5 mil+ empleado",Enseñanza superior,497316,[22],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/497316/
Arcano Partners,321 empleados,Servicios financieros,137611,[22],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/137611/
Radiotelevisión Española,"3,5 mil+ empleados",Producción y distribución audiovisual,9869703,[22],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/9869703/
SEK International Schools,"1,5 mil+ empleado",Programas de gestión educativa,238975,[22],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/238975/
GRUPO CUÑADO – CUNADO GROUP,396 empleados,Petróleo y gas,10221739,[22],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/10221739/
"ECOINTEGRAL INGENIERÍA, SL",265 empleados,Servicios de ingeniería,1331250,[22],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=22&savedSearchId=1980479034&sessionId=GKRDoi6RR4Oi7a7qt%2FMsnw%3D%3D,https://www.linkedin.com/company/1331250/
SAMY,484 empleados,Servicios de publicidad,68357805,[23],100 mills. US$ - 500 mills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/68357805/
Econocom España,765 empleados,Servicios y consultoría de TI,5091724,[23],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/5091724/
ECIJA,862 empleados,Servicios jurídicos,333811,[23],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/333811/
BURGER KING IBERIA,2 mil+ empleados,Restauración,10514121,[23],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/10514121/
IVI RMA GLOBAL,1 mil+ empleado,Hospitales y atención sanitaria,1064443,[23],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/1064443/
AINIA,304 empleados,Servicios de investigación,1024649,[23],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/1024649/
ALG - Transport and infrastructure consulting firm,221 empleados,Consultoría y servicios a empresas,15638,[23],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/15638/
CIE Automotive,"2,5 mil+ empleados","Fabricación de componentes, piezas y accesorios para vehículos de motor",66951,[23],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/66951/
Noatum,744 empleados,"Transporte, logística, cadena de suministro y almacenamiento",1751632,[23],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/1751632/
IEBS Business School,422 empleados,Enseñanza superior,15142939,[23],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/15142939/
serem. Consultoría empresarial,254 empleados,Servicios y consultoría de TI,763079,[23],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/763079/
Occident,"3,5 mil+ empleados",Seguros,113310,[23],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/113310/
Wayra,380 empleados,Telecomunicaciones,2640795,[23],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/2640795/
ASISA,"1,5 mil+ empleado",Seguros,79289,[23],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/79289/
Universidad de Cantabria,921 empleados,Enseñanza superior,38246,[23],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/38246/
Salto,992 empleados,Fabricación de electrodomésticos y productos eléctricos y electrónicos,842653,[23],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/842653/
GSS (Global Sales Solutions),"4,5 mil+ empleados",Consultoría de externalización y deslocalización,500079,[23],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/500079/
Grup Ametller Origen,1 mil+ empleado,Servicios de alimentos y bebidas,2972440,[23],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/2972440/
MEDAC,"1,5 mil+ empleado",Educación,2618645,[23],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/2618645/
Universidad de Almería,"1,5 mil+ empleado",Enseñanza superior,219540,[23],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/219540/
CAS Training,238 empleados,Formación técnica y profesional,1289999,[23],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/1289999/
Mirai,486 empleados,"Tecnología, información e internet",524118,[23],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/524118/
CORTIZO,823 empleados,Fabricación de metal estructural y arquitectónico,1362261,[23],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/1362261/
Escuela TAI,"1,5 mil+ empleado",Enseñanza superior,822015,[23],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/822015/
TVE,2 mil+ empleados,Producción y distribución audiovisual,30746,[23],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=23&savedSearchId=1980479034&sessionId=A6iR%2FkhhSDiFj%2BnlKAk3%2FA%3D%3D,https://www.linkedin.com/company/30746/
Holaluz.com,326 empleados,Servicios para energías renovables,2558382,[24],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/2558382/
Renta 4,704 empleados,Banca,65291,[24],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/65291/
ITURRI,913 empleados,"Transporte, logística, cadena de suministro y almacenamiento",132803,[24],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/132803/
RAS España,235 empleados,Dotación y selección de personal,69178531,[24],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/69178531/
CaixaBank Tech,1 mil+ empleado,Servicios y consultoría de TI,5927939,[24],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/5927939/
TETRACE,471 empleados,Reparación y mantenimiento,2309127,[24],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/2309127/
Forvis Mazars in Spain,646 empleados,Consultoría y servicios a empresas,10286204,[24],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/10286204/
UPF Barcelona School of Management,575 empleados,Enseñanza superior,15098965,[24],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/15098965/
"Cintra, a Ferrovial company",381 empleados,Ingeniería civil,26155,[24],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/26155/
Clínica Universidad de Navarra,2 mil+ empleados,Salud y servicios sociales,1715399,[24],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/1715399/
CALVO,527 empleados,Servicios de alimentos y bebidas,1638776,[24],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/1638776/
BME | Bolsas y Mercados Españoles,660 empleados,Servicios financieros,421814,[24],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/421814/
CEMOSA,1 mil+ empleado,Ingeniería civil,1147747,[24],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/1147747/
Universitat Internacional de Catalunya,2 mil+ empleados,Enseñanza superior,312903,[24],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/312903/
SOMOS Experiences,244 empleados,Servicios de eventos,68231590,[24],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/68231590/
Roman,610 empleados,Servicios de relaciones públicas y comunicaciones,1590932,[24],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/1590932/
Ukio,235 empleados,Bienes inmuebles,53466353,[24],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/53466353/
EADIC,391 empleados,Proveedores de e-learning,1129394,[24],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/1129394/
HiperDino Supermercados,2 mil+ empleados,Servicios de alimentos y bebidas,22350419,[24],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/22350419/
Linea Directa Aseguradora,"1,5 mil+ empleado",Seguros,64485,[24],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/64485/
COVIRAN SCA,"1,5 mil+ empleado",Comercio al por menor de comestibles,1399971,[24],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/1399971/
Auren Spain,1 mil+ empleado,Consultoría y servicios a empresas,775341,[24],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/775341/
Deimos,360 empleados,Investigación y tecnología espacial,42258,[24],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/42258/
Valencia CF,493 empleados,Espectáculos deportivos,1957186,[24],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/1957186/
Sesé,3 mil+ empleados,"Transporte, logística, cadena de suministro y almacenamiento",2775560,[24],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=24&savedSearchId=1980479034&sessionId=nczoR4iTTVy%2FGPodPi6PJA%3D%3D,https://www.linkedin.com/company/2775560/
Olympic Broadcasting Services,821 empleados,Producción y distribución audiovisual,385957,[25],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/385957/
Grupo Lantania,574 empleados,Construcción,18797081,[25],100 mills. US$ - 500 mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/18797081/
Mayoral Moda Infantil,1 mil+ empleado,Fabricación de productos textiles,16192773,[25],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/16192773/
Universitat de les Illes Balears,"1,5 mil+ empleado",Enseñanza superior,391418,[25],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/391418/
ZIGURAT Institute of Technology,252 empleados,Proveedores de e-learning,1205610,[25],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/1205610/
Master D,"1,5 mil+ empleado",Proveedores de e-learning,259811,[25],100 mills. US$ - 500 mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/259811/
LETI Pharma,574 empleados,Fabricación de productos farmacéuticos,481146,[25],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/481146/
Agromillora,450 empleados,Agricultura,3850277,[25],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/3850277/
ASPHALION,201 empleados,Fabricación de productos farmacéuticos,924722,[25],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/924722/
iLERNA,664 empleados,Educación,9380460,[25],100 mills. US$ - 500 mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/9380460/
Aubay Spain,475 empleados,Servicios y consultoría de TI,13063440,[25],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/13063440/
RSM Spain,591 empleados,Servicios profesionales,1977254,[25],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/1977254/
MiiN Korean Cosmetics,291 empleados,Fabricación de productos de cuidado personal,5371426,[25],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/5371426/
NEOLITH,422 empleados,Comercio al por mayor de materiales de construcción,1542363,[25],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/1542363/
Restalia Holding,303 empleados,Restauración,1208879,[25],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/1208879/
